filename,file_size,file_size_bytes,creation_date,original_path,full_path,file_extension,category,primary_type,mime_type,encoding,intelligent_category,confidence_score,description,key_concepts,content_hash,lines_of_code,complexity_score,predicted_business_value,integration_potential,integration_targets,estimated_effort,maturity_level,roi_potential,agent_affinity,skill_affinity,command_related,dependencies,dependents,agent_tier,last_modified,modification_count,moved_from,status,last_scan_date,documentation_score,test_coverage,code_standards,security_score,accessibility_score,related_files,tags,ownership,last_reviewed,review_status
path-list-analyzer.md,2.39 KB,2445,07-13-26,/Users/steven/.agent-skills/agents,/Users/steven/.agent-skills/agents/path-list-analyzer.md,.md,markdown,markdown,text/markdown,utf-8,skill,0.95,Skill module: path-list-analyzer.md,"Use,Activates,You,Path,List",2bfa33145517a1ac,37,0.0,0.48,False,,low,production,0.44,"studio-coach,skill-writer,test-writer-fixer","brainstorming,writing-plans,agent-creation-guidance",,,,Tier-0-Canonical,07-12-26 11:41,0,,stable,08-08-26,0.5,0.0,unknown,0.85,0.85,,production,studio-coach,,pending
knowledge-fetcher.md,3.10 KB,3176,07-13-26,/Users/steven/.agent-skills/agents,/Users/steven/.agent-skills/agents/knowledge-fetcher.md,.md,markdown,markdown,text/markdown,utf-8,skill,0.95,Skill module: knowledge-fetcher.md,"Use,Readwise,You,Your,agent",ffa4bbc879d20a0d,53,0.0,0.5,False,,low,production,0.45,"studio-coach,skill-writer,test-writer-fixer","brainstorming,writing-plans,agent-creation-guidance",,,,Tier-0-Canonical,07-12-26 11:41,0,,stable,08-08-26,0.5,0.0,unknown,0.85,0.85,,production,studio-coach,,pending
notebooklm-enhancement-advisor.md,4.73 KB,4841,07-13-26,/Users/steven/.agent-skills/agents,/Users/steven/.agent-skills/agents/notebooklm-enhancement-advisor.md,.md,markdown,markdown,text/markdown,utf-8,skill,0.95,Skill module: notebooklm-enhancement-advisor.md,"Use,Activates,You,Your,skill",7924546974bd0a48,105,0.0,0.55,False,,low,production,0.49,"studio-coach,skill-writer,test-writer-fixer","brainstorming,writing-plans,agent-creation-guidance",,,,Tier-0-Canonical,07-12-26 11:41,0,,stable,08-08-26,0.5,0.0,unknown,0.85,0.85,,production,studio-coach,,pending
documentation-manager.md,10.65 KB,10910,07-13-26,/Users/steven/.agent-skills/agents,/Users/steven/.agent-skills/agents/documentation-manager.md,.md,markdown,markdown,text/markdown,utf-8,skill,0.95,Skill module: documentation-manager.md,"Master,Use,You,Documentation,Manager",7e373b9a79509c8d,381,0.0,0.8,True,"agents,skills,hooks,mcp-server",medium,production,0.72,"studio-coach,skill-writer,test-writer-fixer","brainstorming,writing-plans,agent-creation-guidance","activate-agents,list-skills",,,Tier-0-Canonical,07-12-26 11:41,0,,stable,08-08-26,0.5,0.0,unknown,0.85,0.85,,production,studio-coach,,pending
test-writer-fixer.md,5.49 KB,5623,07-13-26,/Users/steven/.agent-skills/agents,/Users/steven/.agent-skills/agents/test-writer-fixer.md,.md,markdown,markdown,text/markdown,utf-8,skill,0.95,Skill module: test-writer-fixer.md,"Use,Trigger,You,Your,agent",99a73dff8bb1483c,100,0.0,0.54,False,,low,production,0.49,"studio-coach,skill-writer,test-writer-fixer","brainstorming,writing-plans,agent-creation-guidance",,,,Tier-0-Canonical,07-12-26 11:41,0,,stable,08-08-26,0.5,0.0,unknown,0.85,0.85,,production,studio-coach,,pending
workflow-orchestrator.md,3.35 KB,3428,08-06-26,/Users/steven/.agent-skills/agents,/Users/steven/.agent-skills/agents/workflow-orchestrator.md,.md,markdown,markdown,text/markdown,utf-8,skill,0.95,Skill module: workflow-orchestrator.md,"Use,The,You,Workflow,Orchestrator",ba6f8bd4ad7f0b2d,78,0.0,0.52,False,,low,production,0.47,"studio-coach,skill-writer,test-writer-fixer","brainstorming,writing-plans,agent-creation-guidance",,,,Tier-0-Canonical,08-06-26 20:45,0,,stable,08-08-26,0.5,0.0,unknown,0.85,0.85,,production,studio-coach,,pending
ice-tracker-assistant.md,4.22 KB,4319,07-13-26,/Users/steven/.agent-skills/agents,/Users/steven/.agent-skills/agents/ice-tracker-assistant.md,.md,markdown,markdown,text/markdown,utf-8,skill,0.95,Skill module: ice-tracker-assistant.md,"Use,Activates,Tracker,Assistant,Agent",7eeaa5d0ed0dbc9d,139,0.0,0.58,False,,low,production,0.52,"studio-coach,skill-writer,test-writer-fixer","brainstorming,writing-plans,agent-creation-guidance",,,,Tier-0-Canonical,07-12-26 11:41,0,,stable,08-08-26,0.5,0.0,unknown,0.85,0.85,,production,studio-coach,,pending
ecosystem-analyzer.md,5.05 KB,5173,08-06-26,/Users/steven/.agent-skills/agents,/Users/steven/.agent-skills/agents/ecosystem-analyzer.md,.md,markdown,markdown,text/markdown,utf-8,skill,0.95,Skill module: ecosystem-analyzer.md,"Use,Produces,Works,You,Ecosystem",d9079485677b09d6,119,0.0,0.56,False,,low,production,0.5,"studio-coach,skill-writer,test-writer-fixer","brainstorming,writing-plans,agent-creation-guidance",,,,Tier-0-Canonical,08-06-26 20:39,0,,stable,08-08-26,0.5,0.0,unknown,0.85,0.85,,production,studio-coach,,pending
visual-storyteller.md,7.95 KB,8136,07-13-26,/Users/steven/.agent-skills/agents,/Users/steven/.agent-skills/agents/visual-storyteller.md,.md,markdown,markdown,text/markdown,utf-8,skill,0.95,Skill module: visual-storyteller.md,"Use,You,Your,agent,hook",2c40a2cdf10220e5,246,0.0,0.67,True,,medium,production,0.61,"studio-coach,skill-writer,test-writer-fixer","brainstorming,writing-plans,agent-creation-guidance","activate-agents,list-skills",,,Tier-0-Canonical,07-12-26 11:41,0,,stable,08-08-26,0.5,0.0,unknown,0.85,0.85,,production,studio-coach,,pending
testing-specialist.md,2.34 KB,2401,08-06-26,/Users/steven/.agent-skills/agents,/Users/steven/.agent-skills/agents/testing-specialist.md,.md,markdown,markdown,text/markdown,utf-8,skill,0.95,Skill module: testing-specialist.md,"Use,Good,Testing,Specialist,Persona",d8fa95ded244e624,69,0.0,0.51,False,,low,production,0.46,"studio-coach,skill-writer,test-writer-fixer","brainstorming,writing-plans,agent-creation-guidance",,,,Tier-0-Canonical,08-06-26 20:45,0,,stable,08-08-26,0.5,0.0,unknown,0.85,0.85,,production,studio-coach,,pending
performance-benchmarker.md,6.86 KB,7023,07-13-26,/Users/steven/.agent-skills/agents,/Users/steven/.agent-skills/agents/performance-benchmarker.md,.md,markdown,markdown,text/markdown,utf-8,skill,0.95,Skill module: performance-benchmarker.md,"Use,You,Your,agent",16337aba6ea5c5d7,252,0.0,0.68,True,,medium,production,0.61,"studio-coach,skill-writer,test-writer-fixer","brainstorming,writing-plans,agent-creation-guidance","activate-agents,list-skills",,,Tier-0-Canonical,07-12-26 11:41,0,,stable,08-08-26,0.5,0.0,unknown,0.85,0.85,,production,studio-coach,,pending
infrastructure-maintainer.md,6.56 KB,6722,07-13-26,/Users/steven/.agent-skills/agents,/Users/steven/.agent-skills/agents/infrastructure-maintainer.md,.md,markdown,markdown,text/markdown,utf-8,skill,0.95,Skill module: infrastructure-maintainer.md,"Use,You,Your,agent,orchestration",d0edf6d53e304d71,194,0.0,0.63,True,,low,production,0.56,"studio-coach,skill-writer,test-writer-fixer","brainstorming,writing-plans,agent-creation-guidance","activate-agents,list-skills",,,Tier-0-Canonical,07-12-26 11:41,0,,stable,08-08-26,0.5,0.0,unknown,0.85,0.85,,production,studio-coach,,pending
git-workflow.md,9.02 KB,9232,07-13-26,/Users/steven/.agent-skills/agents,/Users/steven/.agent-skills/agents/git-workflow.md,.md,markdown,markdown,text/markdown,utf-8,skill,0.95,Skill module: git-workflow.md,"Manages,Use,You,Your,agent",9c6735322a12e057,275,0.0,0.7,True,,medium,production,0.63,"studio-coach,skill-writer,test-writer-fixer","brainstorming,writing-plans,agent-creation-guidance","activate-agents,list-skills",,,Tier-0-Canonical,07-12-26 11:41,0,,stable,08-08-26,0.5,0.0,unknown,0.85,0.85,,production,studio-coach,,pending
agent-creation-guidance.md,3.75 KB,3839,07-13-26,/Users/steven/.agent-skills/agents,/Users/steven/.agent-skills/agents/agent-creation-guidance.md,.md,markdown,markdown,text/markdown,utf-8,skill,0.95,Skill module: agent-creation-guidance.md,"Use,Activates,Agent,Creation,Guidance",f27f38e60f8c45f0,66,0.0,0.51,False,,low,production,0.46,"studio-coach,skill-writer,test-writer-fixer","brainstorming,writing-plans,agent-creation-guidance",,,,Tier-0-Canonical,07-12-26 11:41,0,,stable,08-08-26,0.5,0.0,unknown,0.85,0.85,,production,studio-coach,,pending
test-results-analyzer.md,7.50 KB,7685,07-13-26,/Users/steven/.agent-skills/agents,/Users/steven/.agent-skills/agents/test-results-analyzer.md,.md,markdown,markdown,text/markdown,utf-8,skill,0.95,Skill module: test-results-analyzer.md,"Use,You,Your,agent,command",0921b4c48b6b932b,248,0.0,0.68,True,,medium,production,0.61,"studio-coach,skill-writer,test-writer-fixer","brainstorming,writing-plans,agent-creation-guidance","activate-agents,list-skills",,,Tier-0-Canonical,07-12-26 11:41,0,,stable,08-08-26,0.5,0.0,unknown,0.85,0.85,,production,studio-coach,,pending
trend-researcher.md,4.89 KB,5006,07-13-26,/Users/steven/.agent-skills/agents,/Users/steven/.agent-skills/agents/trend-researcher.md,.md,markdown,markdown,text/markdown,utf-8,skill,0.95,Skill module: trend-researcher.md,"Use,Trigger,You,Your,agent",cdfb0525253da61d,97,0.0,0.54,False,,low,production,0.48,"studio-coach,skill-writer,test-writer-fixer","brainstorming,writing-plans,agent-creation-guidance",,,,Tier-0-Canonical,07-12-26 11:41,0,,stable,08-08-26,0.5,0.0,unknown,0.85,0.85,,production,studio-coach,,pending
javascript-expert.md,2.36 KB,2413,08-06-26,/Users/steven/.agent-skills/agents,/Users/steven/.agent-skills/agents/javascript-expert.md,.md,markdown,markdown,text/markdown,utf-8,skill,0.95,Skill module: javascript-expert.md,"Use,JavaScript,TypeScript,Node,Goes",f88a1cf44772b854,69,0.0,0.51,False,,low,production,0.46,"studio-coach,skill-writer,test-writer-fixer","brainstorming,writing-plans,agent-creation-guidance",,,,Tier-0-Canonical,08-06-26 20:44,0,,stable,08-08-26,0.5,0.0,unknown,0.85,0.85,,production,studio-coach,,pending
finance-tracker.md,7.26 KB,7431,07-13-26,/Users/steven/.agent-skills/agents,/Users/steven/.agent-skills/agents/finance-tracker.md,.md,markdown,markdown,text/markdown,utf-8,skill,0.95,Skill module: finance-tracker.md,"Use,You,Your,agent,workflow",e06c510560f16b16,268,0.0,0.69,True,,medium,production,0.62,"studio-coach,skill-writer,test-writer-fixer","brainstorming,writing-plans,agent-creation-guidance","activate-agents,list-skills",,,Tier-0-Canonical,07-12-26 11:41,0,,stable,08-08-26,0.5,0.0,unknown,0.85,0.85,,production,studio-coach,,pending
avatararts-organizer.md,5.23 KB,5352,08-06-26,/Users/steven/.agent-skills/agents,/Users/steven/.agent-skills/agents/avatararts-organizer.md,.md,markdown,markdown,text/markdown,utf-8,skill,0.95,Skill module: avatararts-organizer.md,"Use,Users,Maintains,The,You",f92349a170ccdf5e,170,0.0,0.6,True,,low,production,0.54,"studio-coach,skill-writer,test-writer-fixer","brainstorming,writing-plans,agent-creation-guidance","activate-agents,list-skills",,,Tier-0-Canonical,08-06-26 20:44,0,,stable,08-08-26,0.5,0.0,unknown,0.85,0.85,,production,studio-coach,,pending
ecosystem-dev.md,3.10 KB,3175,07-15-26,/Users/steven/.agent-skills/agents,/Users/steven/.agent-skills/agents/ecosystem-dev.md,.md,markdown,markdown,text/markdown,utf-8,skill,0.95,Skill module: ecosystem-dev.md,"Implement,Steven,Read,Write,Bash",ab6b3455287231ae,102,0.0,0.54,False,,low,production,0.49,"studio-coach,skill-writer,test-writer-fixer","brainstorming,writing-plans,agent-creation-guidance",,,,Tier-0-Canonical,07-15-26 12:28,0,,stable,08-08-26,0.5,0.0,unknown,0.85,0.85,,production,studio-coach,,pending
project-launch-manager.md,2.56 KB,2619,07-13-26,/Users/steven/.agent-skills/agents,/Users/steven/.agent-skills/agents/project-launch-manager.md,.md,markdown,markdown,text/markdown,utf-8,skill,0.95,Skill module: project-launch-manager.md,"Use,Activates,You,Project,Launch",6ea2bd951e1a381c,57,0.0,0.5,False,,low,production,0.45,"studio-coach,skill-writer,test-writer-fixer","brainstorming,writing-plans,agent-creation-guidance",,,,Tier-0-Canonical,07-12-26 11:41,0,,stable,08-08-26,0.5,0.0,unknown,0.85,0.85,,production,studio-coach,,pending
context-management.md,1.08 KB,1107,08-06-26,/Users/steven/.agent-skills/agents,/Users/steven/.agent-skills/agents/context-management.md,.md,markdown,markdown,text/markdown,utf-8,skill,0.95,Skill module: context-management.md,"Use,Especially,Context,Management,Agent",ce185c52cdb7234b,27,0.0,0.48,False,,low,production,0.43,"studio-coach,skill-writer,test-writer-fixer","brainstorming,writing-plans,agent-creation-guidance",,,,Tier-0-Canonical,08-06-26 20:44,0,,stable,08-08-26,0.5,0.0,unknown,0.85,0.85,,production,studio-coach,,pending
file-creator.md,3.48 KB,3565,07-13-26,/Users/steven/.agent-skills/agents,/Users/steven/.agent-skills/agents/file-creator.md,.md,markdown,markdown,text/markdown,utf-8,skill,0.95,Skill module: file-creator.md,"Handles,Use,You,Your,agent",3758fbf98ce8bbe5,81,0.0,0.52,False,,low,production,0.47,"studio-coach,skill-writer,test-writer-fixer","brainstorming,writing-plans,agent-creation-guidance",,,,Tier-0-Canonical,07-12-26 11:41,0,,stable,08-08-26,0.5,0.0,unknown,0.85,0.85,,production,studio-coach,,pending
database-specialist.md,2.66 KB,2726,08-06-26,/Users/steven/.agent-skills/agents,/Users/steven/.agent-skills/agents/database-specialist.md,.md,markdown,markdown,text/markdown,utf-8,skill,0.95,Skill module: database-specialist.md,"Use,Postgres,Knows,Also,Database",05dc54986049af7c,69,0.0,0.51,False,,low,production,0.46,"studio-coach,skill-writer,test-writer-fixer","brainstorming,writing-plans,agent-creation-guidance",,,,Tier-0-Canonical,08-06-26 20:39,0,,stable,08-08-26,0.5,0.0,unknown,0.85,0.85,,production,studio-coach,,pending
devops-engineer.md,2.58 KB,2646,08-06-26,/Users/steven/.agent-skills/agents,/Users/steven/.agent-skills/agents/devops-engineer.md,.md,markdown,markdown,text/markdown,utf-8,skill,0.95,Skill module: devops-engineer.md,"Use,GitHub,Actions,Jenkinsfile,Docker",20d5d6400c1e5ffd,69,0.0,0.51,False,,low,production,0.46,"studio-coach,skill-writer,test-writer-fixer","brainstorming,writing-plans,agent-creation-guidance",,,,Tier-0-Canonical,08-06-26 20:44,0,,stable,08-08-26,0.5,0.0,unknown,0.85,0.85,,production,studio-coach,,pending
ux-researcher.md,6.47 KB,6629,07-13-26,/Users/steven/.agent-skills/agents,/Users/steven/.agent-skills/agents/ux-researcher.md,.md,markdown,markdown,text/markdown,utf-8,skill,0.95,Skill module: ux-researcher.md,"Use,You,Your,agent",049af3a1e3b93fc9,185,0.0,0.62,True,,low,production,0.56,"studio-coach,skill-writer,test-writer-fixer","brainstorming,writing-plans,agent-creation-guidance","activate-agents,list-skills",,,Tier-0-Canonical,07-12-26 11:41,0,,stable,08-08-26,0.5,0.0,unknown,0.85,0.85,,production,studio-coach,,pending
api-specialist.md,1.65 KB,1693,07-13-26,/Users/steven/.agent-skills/agents,/Users/steven/.agent-skills/agents/api-specialist.md,.md,markdown,markdown,text/markdown,utf-8,skill,0.95,Skill module: api-specialist.md,"Use,Activates,Swagger,Expertise,skill",dcd564cdd88f9969,40,0.0,0.49,False,,low,production,0.44,"studio-coach,skill-writer,test-writer-fixer","brainstorming,writing-plans,agent-creation-guidance",,,,Tier-0-Canonical,07-12-26 11:41,0,,stable,08-08-26,0.5,0.0,unknown,0.85,0.85,,production,studio-coach,,pending
system-analyzer.md,2.31 KB,2369,08-06-26,/Users/steven/.agent-skills/agents,/Users/steven/.agent-skills/agents/system-analyzer.md,.md,markdown,markdown,text/markdown,utf-8,skill,0.95,Skill module: system-analyzer.md,"Use,Good,You,Your,Core",a602314863e47cd4,43,0.0,0.49,False,,low,production,0.44,"studio-coach,skill-writer,test-writer-fixer","brainstorming,writing-plans,agent-creation-guidance",,,,Tier-0-Canonical,08-06-26 20:44,0,,stable,08-08-26,0.5,0.0,unknown,0.85,0.85,,production,studio-coach,,pending
ecosystem-synergy.md,5.71 KB,5847,08-06-26,/Users/steven/.agent-skills/agents,/Users/steven/.agent-skills/agents/ecosystem-synergy.md,.md,markdown,markdown,text/markdown,utf-8,skill,0.95,Skill module: ecosystem-synergy.md,"Use,Cursor,Codex,Claude,Git",797f171ae89c8c96,166,0.0,0.6,True,,low,production,0.54,"studio-coach,skill-writer,test-writer-fixer","brainstorming,writing-plans,agent-creation-guidance","activate-agents,list-skills",,,Tier-0-Canonical,08-06-26 20:44,0,,stable,08-08-26,0.5,0.0,unknown,0.85,0.85,,production,studio-coach,,pending
